Title,Released,Prod_Budget,Rated,Runtime,Genre,Director,Actors,Pirate_Count,Torrentz_Count,Zoogle_Ver_Count,Total_Torrents
This Christmas,2007-11-21,13000000.0,PG-13,117,"Comedy, Drama, Romance",Preston A. Whitmore II,"Delroy Lindo, Idris Elba, Loretta Devine, Chris Brown",15.0,51.0,10.0,76.0
About Last Night,2014-02-14,13000000.0,R,100,"Comedy, Romance",Steve Pink,"Kevin Hart, Michael Ealy, Regina Hall, Joy Bryant",43.0,99.0,15.0,157.0
Find Me Guilty,2006-03-17,13000000.0,R,125,"Biography, Comedy, Crime",Sidney Lumet,"Vin Diesel, Alex Rocco, Frank Pietrangolare, Richard DeDomenico",19.0,73.0,19.0,111.0
Serial Mom,1994-04-13,13000000.0,R,95,"Comedy, Crime, Thriller",John Waters,"Kathleen Turner, Sam Waterston, Ricki Lake, Matthew Lillard",6.0,26.0,11.0,43.0
The Call,2013-03-15,12800000.0,R,94,"Crime, Thriller",Brad Anderson,"Halle Berry, Abigail Breslin, Morris Chestnut, Michael Eklund",98.0,293.0,31.0,422.0
Sorority Row,2009-09-11,12500000.0,R,101,"Horror, Mystery",Stewart Hendler,"Teri Andrez, Adam Barrie, Megan Wolfley, Robert Belushi",38.0,87.0,17.0,142.0
True Romance,1993-09-10,12500000.0,R,120,"Action, Crime, Drama",Tony Scott,"Christian Slater, Patricia Arquette, Dennis Hopper, Val Kilmer",41.0,94.0,31.0,166.0
Machete,2010-09-03,12500000.0,R,105,"Action, Crime, Thriller","Ethan Maniquis, Robert Rodriguez","Danny Trejo, Robert De Niro, Jessica Alba, Steven Seagal",126.0,297.0,34.0,457.0
Crank,2006-09-01,12000000.0,R,88,"Action, Crime, Thriller","Mark Neveldine, Brian Taylor","Jason Statham, Amy Smart, Jose Pablo Cantillo, Efren Ramirez",61.0,251.0,38.0,350.0
Jackie Brown,1997-12-25,12000000.0,R,154,"Crime, Thriller",Quentin Tarantino,"Pam Grier, Samuel L. Jackson, Robert Forster, Bridget Fonda",35.0,117.0,25.0,177.0
Spartacus,1960-10-07,12000000.0,PG-13,197,"Adventure, Biography, Drama",Stanley Kubrick,"Kirk Douglas, Laurence Olivier, Jean Simmons, Charles Laughton",24.0,86.0,33.0,143.0
American Pie,1999-07-09,12000000.0,R,95,Comedy,"Paul Weitz, Chris Weitz","Jason Biggs, Chris Klein, Thomas Ian Nicholas, Alyson Hannigan",39.0,142.0,26.0,207.0
Celebrity,1998-11-20,12000000.0,R,113,"Comedy, Drama",Woody Allen,"Greg Mottola, Jeff Mazzola, Dick Mingalone, Vladimir Bibic",2.0,16.0,12.0,30.0
The Postman Always Rings Twice,1981-03-20,12000000.0,R,122,"Crime, Drama, Thriller",Bob Rafelson,"Jack Nicholson, Jessica Lange, John Colicos, Michael Lerner",9.0,30.0,19.0,58.0
Arbitrage,2012-09-14,12000000.0,R,107,"Drama, Thriller",Nicholas Jarecki,"Richard Gere, Susan Sarandon, Tim Roth, Brit Marling",56.0,141.0,18.0,215.0
Act of Valor,2012-02-24,12000000.0,R,110,"Action, Adventure, Drama","Mike McCoy, Scott Waugh","Rorke Denver, Dave, Sonny, Weimy",80.0,226.0,19.0,325.0
Think Like a Man,2012-04-20,12000000.0,PG-13,122,"Comedy, Romance",Tim Story,"Michael Ealy, Jerry Ferrara, Meagan Good, Regina Hall",35.0,94.0,18.0,147.0
Time Bandits,1981-11-06,12000000.0,PG,110,"Adventure, Comedy, Fantasy",Terry Gilliam,"John Cleese, Sean Connery, Shelley Duvall, Katherine Helmond",18.0,58.0,16.0,92.0
WarGames,1983-06-03,12000000.0,PG,114,"Sci-Fi, Thriller",John Badham,"Matthew Broderick, Dabney Coleman, John Wood, Ally Sheedy",40.0,78.0,13.0,131.0
Step Up,2006-08-11,12000000.0,PG-13,104,"Crime, Drama, Music",Anne Fletcher,"Channing Tatum, Jenna Dewan Tatum, Damaine Radcliff, De'Shawn Washington",20.0,109.0,31.0,160.0
Project X,2012-03-02,12000000.0,R,88,"Comedy, Crime",Nima Nourizadeh,"Thomas Mann, Oliver Cooper, Jonathan Daniel Brown, Dax Flame",87.0,286.0,52.0,425.0
Cadillac Records,2008-12-05,12000000.0,R,109,"Biography, Drama, Music",Darnell Martin,"Joshua Alscher, Tim Bellow, Tony Bentley, Tammy Blanchard",29.0,105.0,19.0,153.0
Stoker,2013-03-01,12000000.0,R,99,"Drama, Thriller",Chan-wook Park,"Mia Wasikowska, Nicole Kidman, David Alford, Matthew Goode",61.0,178.0,22.0,261.0
Top Five,2014-12-12,12000000.0,R,102,"Comedy, Romance",Chris Rock,"Chris Rock, Rosario Dawson, J.B. Smoove, Gabrielle Union",14.0,117.0,48.0,179.0
Witness,1985-02-08,12000000.0,R,112,"Crime, Drama, Romance",Peter Weir,"Harrison Ford, Kelly McGillis, Josef Sommer, Lukas Haas",22.0,57.0,23.0,102.0
Project Almanac,2015-01-30,12000000.0,PG-13,106,"Sci-Fi, Thriller",Dean Israelite,"Jonny Weston, Sofia Black-D'Elia, Sam Lerner, Allen Evangelista",28.0,35.0,35.0,98.0
Casino Royale,1967-04-28,12000000.0,APPROVED,131,Comedy,"Ken Hughes, John Huston, Joseph McGrath, Robert Parrish, Richard Talmadge","Peter Sellers, Ursula Andress, David Niven, Orson Welles",18.0,43.0,18.0,79.0
How High,2001-12-21,12000000.0,R,93,"Comedy, Fantasy",Jesse Dylan,"Method Man, Redman, Obba Babatundé, Mike Epps",21.0,74.0,14.0,109.0
Quarantine,2008-10-10,12000000.0,R,89,"Horror, Sci-Fi, Thriller",John Erick Dowdle,"Jennifer Carpenter, Steve Harris, Jay Hernandez, Johnathon Schaech",34.0,319.0,14.0,367.0
Aquamarine,2006-03-03,12000000.0,PG,104,"Comedy, Family, Fantasy",Elizabeth Allen Rosenbaum,"Emma Roberts, Joanna 'JoJo' Levesque, Sara Paxton, Jake McDorman",5.0,32.0,10.0,47.0
Rounders,1998-09-11,12000000.0,R,121,"Crime, Drama",John Dahl,"Matt Damon, Gretchen Mol, John Malkovich, Paul Cicero",33.0,78.0,23.0,134.0
Sorority Boys,2002-03-22,12000000.0,R,93,Comedy,Wallace Wolodarsky,"Barry Watson, Michael Rosenbaum, Harland Williams, Melissa Sagemiller",5.0,11.0,14.0,30.0
The Golden Child,1986-12-12,12000000.0,PG-13,94,"Action, Adventure, Comedy",Michael Ritchie,"J.L. Reate, Eddie Murphy, Charles Dance, Charlotte Lewis",13.0,28.0,19.0,60.0
The Fault in Our Stars,2014-06-06,12000000.0,PG-13,126,"Drama, Romance",Josh Boone,"Shailene Woodley, Ansel Elgort, Nat Wolff, Laura Dern",112.0,265.0,37.0,414.0
Jaws,1975-06-20,12000000.0,PG,124,"Adventure, Drama, Horror",Steven Spielberg,"Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary",42.0,130.0,30.0,202.0
Dirty Grandpa,2016-01-22,11500000.0,R,102,Comedy,Dan Mazer,"Robert De Niro, Zac Efron, Zoey Deutch, Aubrey Plaza",42.0,189.0,185.0,416.0
Pet Sematary,1989-04-21,11500000.0,R,103,"Fantasy, Horror",Mary Lambert,"Dale Midkiff, Fred Gwynne, Denise Crosby, Brad Greenquist",25.0,70.0,34.0,129.0
My Cousin Vinny,1992-03-13,11000000.0,R,120,"Comedy, Crime",Jonathan Lynn,"Joe Pesci, Ralph Macchio, Marisa Tomei, Mitchell Whitfield",21.0,57.0,17.0,95.0
Gremlins,1984-06-08,11000000.0,PG,106,"Comedy, Fantasy, Horror",Joe Dante,"Hoyt Axton, John Louie, Keye Luke, Don Steele",39.0,126.0,29.0,194.0
A Walk to Remember,2002-01-25,11000000.0,PG,101,"Drama, Family, Music",Adam Shankman,"Shane West, Mandy Moore, Peter Coyote, Daryl Hannah",40.0,86.0,34.0,160.0
Misconduct,2016-02-05,11000000.0,R,106,"Drama, Thriller",Shintaro Shimosawa,"Josh Duhamel, Anthony Hopkins, Al Pacino, Alice Eve",17.0,94.0,74.0,185.0
Saw VI,2009-10-23,11000000.0,R,90,"Horror, Mystery",Kevin Greutert,"Tobin Bell, Costas Mandylor, Mark Rolston, Betsy Russell",69.0,180.0,36.0,285.0
Cruel Intentions,1999-03-05,11000000.0,R,97,"Drama, Romance",Roger Kumble,"Sarah Michelle Gellar, Ryan Phillippe, Reese Witherspoon, Selma Blair",25.0,93.0,32.0,150.0
Tomcats,2001-03-30,11000000.0,R,95,Comedy,Gregory Poirier,"Jerry O'Connell, Shannon Elizabeth, Jake Busey, Horatio Sanz",9.0,32.0,20.0,61.0
Saw V,2008-10-24,10800000.0,R,92,"Horror, Mystery",David Hackl,"Tobin Bell, Costas Mandylor, Scott Patterson, Betsy Russell",111.0,250.0,38.0,399.0
Poltergeist,1982-06-04,10700000.0,PG,114,"Fantasy, Horror",Tobe Hooper,"Craig T. Nelson, JoBeth Williams, Beatrice Straight, Dominique Dunne",43.0,124.0,20.0,187.0
The Outsiders,1983-03-25,10000000.0,PG-13,91,"Crime, Drama",Francis Ford Coppola,"C. Thomas Howell, Matt Dillon, Ralph Macchio, Patrick Swayze",23.0,61.0,15.0,99.0
Over Her Dead Body,2008-02-01,10000000.0,PG-13,95,"Comedy, Fantasy, Romance",Jeff Lowell,"Eva Longoria, Paul Rudd, Lake Bell, Jason Biggs",15.0,63.0,20.0,98.0
Road House,1989-05-19,10000000.0,R,114,"Action, Thriller",Rowdy Herrington,"Patrick Swayze, Kelly Lynch, Sam Elliott, Ben Gazzara",26.0,78.0,23.0,127.0
Gun Shy,2000-02-04,10000000.0,R,101,"Comedy, Crime, Romance",Eric Blakeney,"Liam Neeson, Oliver Platt, José Zúñiga, Michael DeLorenzo",4.0,6.0,10.0,20.0
Saw III,2006-10-27,10000000.0,R,108,"Horror, Mystery",Darren Lynn Bousman,"Tobin Bell, Shawnee Smith, Angus Macfadyen, Bahar Soomekh",38.0,85.0,44.0,167.0
Swept Away,2002-10-11,10000000.0,R,89,"Comedy, Romance",Guy Ritchie,"Bruce Greenwood, Madonna, Elizabeth Banks, Michael Beattie",1.0,9.0,14.0,24.0
The Boy,2016-01-22,10000000.0,PG-13,97,"Horror, Mystery, Thriller",William Brent Bell,"Lauren Cohan, Rupert Evans, James Russell, Jim Norton",33.0,285.0,173.0,491.0
White Noise,2005-01-07,10000000.0,PG-13,101,"Drama, Horror, Mystery",Geoffrey Sax,"Michael Keaton, Chandra West, Deborah Kara Unger, Ian McNeice",16.0,61.0,20.0,97.0
Dogma,1999-11-12,10000000.0,R,130,"Adventure, Comedy, Drama",Kevin Smith,"Bud Cort, Barret Hackney, Jared Pfennigwerth, Kitao Sakurai",40.0,119.0,30.0,189.0
Very Bad Things,1998-11-25,10000000.0,R,100,"Comedy, Crime, Thriller",Peter Berg,"Jon Favreau, Leland Orser, Cameron Diaz, Christian Slater",14.0,45.0,17.0,76.0
Plastic,2014-09-26,10000000.0,R,102,"Action, Comedy, Crime",Julian Gilbey,"Ed Speleers, Will Poulter, Alfie Allen, Sebastian De Souza",27.0,122.0,11.0,160.0
She's All That,1999-01-29,10000000.0,PG-13,95,"Comedy, Romance",Robert Iscove,"Freddie Prinze Jr., Rachael Leigh Cook, Matthew Lillard, Paul Walker",11.0,12.0,13.0,36.0
Mad Max Beyond Thunderdome,1985-07-10,10000000.0,PG-13,107,"Action, Adventure, Sci-Fi","George Miller, George Ogilvie","Mel Gibson, Bruce Spence, Adam Cockburn, Tina Turner",30.0,67.0,18.0,115.0
Seeking a Friend for the End of the World,2012-06-22,10000000.0,R,101,"Adventure, Comedy, Drama",Lorene Scafaria,"Brad Morris, Steve Carell, Nancy Carell, Mark Moses",46.0,101.0,14.0,161.0
The Last Dragon,1985-03-22,10000000.0,PG-13,109,"Action, Comedy, Drama",Michael Schultz,"Taimak, Vanity, Christopher Murney, Julius Carry",13.0,43.0,17.0,73.0
Tremors,1990-01-19,10000000.0,PG-13,96,"Comedy, Horror, Sci-Fi",Ron Underwood,"Kevin Bacon, Fred Ward, Finn Carter, Michael Gross",34.0,78.0,23.0,135.0
Sinister 2,2015-08-21,10000000.0,R,97,"Horror, Mystery, Thriller",Ciarán Foy,"James Ransone, Shannyn Sossamon, Robert Daniel Sloan, Dartanian Sloan",31.0,90.0,42.0,163.0
Movie 43,2013-01-25,10000000.0,R,94,Comedy,"Elizabeth Banks, Steven Brill, Steve Carr, Rusty Cundieff, James Duffy, Griffin Dunne, Peter Farrelly, Patrik Forsberg, Will Graham, James Gunn, Brett Ratner, Jonathan van Tulleken, Bob Odenkirk","Dennis Quaid, Greg Kinnear, Common, Charlie Saxton",64.0,197.0,20.0,281.0
Jeepers Creepers,2001-08-31,10000000.0,R,90,Horror,Victor Salva,"Gina Philips, Justin Long, Jonathan Breck, Patricia Belcher",32.0,108.0,30.0,170.0
Can't Hardly Wait,1998-06-12,10000000.0,PG-13,100,"Comedy, Romance","Harry Elfont, Deborah Kaplan","Jennifer Love Hewitt, Ethan Embry, Charlie Korsmo, Lauren Ambrose",12.0,6.0,11.0,29.0
Skyline,2010-11-12,10000000.0,PG-13,97,"Action, Sci-Fi, Thriller","Colin Strause, Greg Strause","Eric Balfour, Scottie Thompson, Brittany Daniel, Crystal Reed",112.0,210.0,12.0,334.0
Office Space,1999-02-19,10000000.0,R,89,Comedy,Mike Judge,"Ron Livingston, Jennifer Aniston, David Herman, Ajay Naidu",36.0,78.0,17.0,131.0
Nick and Norah's Infinite Playlist,2008-10-03,10000000.0,PG-13,90,"Comedy, Drama, Music",Peter Sollett,"Michael Cera, Kat Dennings, Aaron Yoo, Rafi Gavron",18.0,44.0,15.0,77.0
The Dead Zone,1983-10-21,10000000.0,R,103,"Horror, Sci-Fi, Thriller",David Cronenberg,"Christopher Walken, Brooke Adams, Tom Skerritt, Herbert Lom",22.0,57.0,20.0,99.0
Wrong Turn,2003-05-30,10000000.0,R,84,"Horror, Thriller",Rob Schmidt,"Desmond Harrington, Eliza Dushku, Emmanuelle Chriqui, Jeremy Sisto",32.0,115.0,27.0,174.0
Happy Gilmore,1996-02-16,10000000.0,PG-13,92,"Comedy, Sport",Dennis Dugan,"Adam Sandler, Christopher McDonald, Julie Bowen, Frances Bay",23.0,87.0,24.0,134.0
Commando,1985-10-04,10000000.0,R,90,"Action, Adventure, Thriller",Mark L. Lester,"Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya, Vernon Wells",37.0,144.0,47.0,228.0
Sparkle,2012-08-17,10000000.0,PG-13,116,"Drama, Music",Salim Akil,"Jordin Sparks, Whitney Houston, Derek Luke, Mike Epps",22.0,69.0,13.0,104.0
The Corruptor,1999-03-12,10000000.0,R,110,"Action, Crime, Drama",James Foley,"Yun-Fat Chow, Mark Wahlberg, Ric Young, Paul Ben-Victor",5.0,40.0,22.0,67.0
MacGruber,2010-05-21,10000000.0,R,90,"Action, Comedy, Romance",Jorma Taccone,"Will Forte, Kristen Wiig, Ryan Phillippe, Val Kilmer",59.0,105.0,15.0,179.0
The Lawnmower Man,1992-03-06,10000000.0,R,108,"Horror, Sci-Fi",Brett Leonard,"Jeff Fahey, Pierce Brosnan, Jenny Wright, Mark Bringelson",18.0,35.0,12.0,65.0
The Color of Money,1986-10-17,10000000.0,R,119,"Drama, Sport",Martin Scorsese,"Paul Newman, Tom Cruise, Mary Elizabeth Mastrantonio, Helen Shaver",19.0,39.0,23.0,81.0
Employee of the Month,2006-10-06,10000000.0,PG-13,103,"Comedy, Romance",Greg Coolidge,"Dane Cook, Jessica Simpson, Dax Shepard, Andy Dick",19.0,57.0,15.0,91.0
The Collection,2012-11-30,10000000.0,R,82,"Action, Horror, Thriller",Marcus Dunstan,"Josh Stewart, Emma Fitzpatrick, Christopher McDonald, Lee Tergesen",64.0,433.0,55.0,552.0
The Second Best Exotic Marigold Hotel,2015-03-06,10000000.0,PG,122,"Comedy, Drama",John Madden,"Dev Patel, Maggie Smith, Danny Mahoney, David Strathairn",12.0,68.0,50.0,130.0
Valentine,2001-02-02,10000000.0,R,96,"Horror, Thriller",Jamie Blanks,"Denise Richards, David Boreanaz, Marley Shelton, Jessica Capshaw",7.0,37.0,13.0,57.0
The Grudge,2004-10-22,10000000.0,PG-13,91,"Horror, Mystery, Thriller",Takashi Shimizu,"Sarah Michelle Gellar, Jason Behr, William Mapother, Clea DuVall",26.0,90.0,15.0,131.0
Big Eyes,2014-12-25,10000000.0,PG-13,106,"Biography, Crime, Drama",Tim Burton,"Amy Adams, Christoph Waltz, Danny Huston, Krysten Ritter",17.0,86.0,35.0,138.0
The Open Road,2009-08-28,10000000.0,PG-13,90,"Comedy, Drama",Michael Meredith,"Justin Timberlake, Ted Danson, Harry Dean Stanton, Mary Steenburgen",7.0,40.0,11.0,58.0
The Perfect Man,2005-06-17,10000000.0,PG,100,"Comedy, Family, Romance",Mark Rosman,"Hilary Duff, Heather Locklear, Chris Noth, Mike O'Malley",5.0,17.0,15.0,37.0
Strangerland,2015-07-10,10000000.0,R,112,"Drama, Mystery, Thriller",Kim Farrant,"Nicole Kidman, Joseph Fiennes, Hugo Weaving, Lisa Flanagan",27.0,65.0,27.0,119.0
Devil,2010-09-17,10000000.0,PG-13,80,"Horror, Mystery",John Erick Dowdle,"Chris Messina, Logan Marshall-Green, Jenny O'Hara, Bojana Novakovic",109.0,664.0,60.0,833.0
Saw IV,2007-10-26,10000000.0,R,93,"Horror, Mystery",Darren Lynn Bousman,"Tobin Bell, Costas Mandylor, Scott Patterson, Betsy Russell",59.0,123.0,32.0,214.0
The Forest,2016-01-08,10000000.0,PG-13,93,"Horror, Mystery, Thriller",Jason Zada,"Natalie Dormer, Eoin Macken, Stephanie Vogt, Osamu Tanpopo",28.0,121.0,100.0,249.0
Turistas,2006-12-01,10000000.0,R,93,"Horror, Mystery, Thriller",John Stockwell,"Josh Duhamel, Melissa George, Olivia Wilde, Desmond Askew",16.0,73.0,20.0,109.0
Gunless,2010-04-30,9900000.0,,89,"Action, Comedy, Drama",William Phillips,"Paul Gross, Sienna Guillory, Dustin Milligan, Tyler Mane",15.0,38.0,16.0,69.0
Adventureland,2009-04-03,9800000.0,R,107,"Comedy, Drama, Romance",Greg Mottola,"Jesse Eisenberg, Kelsey Ford, Michael Zegen, Ryan McFarland",37.0,210.0,18.0,265.0
Next Friday,2000-01-12,9500000.0,R,98,Comedy,Steve Carr,"Ice Cube, Mike Epps, Justin Pierce, John Witherspoon",11.0,49.0,19.0,79.0
You Only Live Twice,1967-06-13,9500000.0,APPROVED,117,"Action, Adventure, Thriller",Lewis Gilbert,"Sean Connery, Akiko Wakabayashi, Mie Hama, Tetsurô Tanba",24.0,72.0,21.0,117.0
The Runaways,2010-03-19,9500000.0,R,106,"Biography, Drama, Music",Floria Sigismondi,"Kristen Stewart, Dakota Fanning, Michael Shannon, Stella Maeve",42.0,113.0,12.0,167.0
Richard III,1995-12-29,9200000.0,R,104,"Drama, War",Richard Loncraine,"Ian McKellen, Annette Bening, Jim Broadbent, Robert Downey Jr.",4.0,13.0,14.0,31.0
Kites,2010-05-21,9200000.0,,123,"Action, Drama, Romance",Anurag Basu,"Hrithik Roshan, Bárbara Mori, Steven Michael Quezada, Kangana Ranaut",22.0,105.0,17.0,144.0
Barbarella,1968-10-10,9000000.0,PG,98,"Adventure, Comedy, Fantasy",Roger Vadim,"Jane Fonda, John Phillip Law, Anita Pallenberg, Milo O'Shea",10.0,53.0,15.0,78.0
Black Christmas,2006-12-25,9000000.0,R,84,Horror,Glen Morgan,"Katie Cassidy, Michelle Trachtenberg, Mary Elizabeth Winstead, Lacey Chabert",16.0,64.0,10.0,90.0
The Way of the Gun,2000-09-08,9000000.0,R,119,"Action, Crime, Drama",Christopher McQuarrie,"Ryan Phillippe, Benicio Del Toro, Juliette Lewis, Taye Diggs",10.0,30.0,15.0,55.0
Set It Off,1996-11-06,9000000.0,R,123,"Action, Crime, Drama",F. Gary Gray,"Jada Pinkett Smith, Queen Latifah, Vivica A. Fox, Kimberly Elise",8.0,28.0,11.0,47.0
Down to You,2000-01-21,9000000.0,PG-13,91,"Comedy, Drama, Romance",Kris Isacsson,"Freddie Prinze Jr., Julia Stiles, Selma Blair, Shawn Hatosy",3.0,9.0,12.0,24.0
The Strangers,2008-05-30,9000000.0,R,86,"Horror, Mystery, Thriller",Bryan Bertino,"Alex Fisher, Peter Clayton-Luce, Scott Speedman, Liv Tyler",40.0,226.0,19.0,285.0
Henry V,1989-11-08,9000000.0,PG-13,137,"Action, Biography, Drama",Kenneth Branagh,"Derek Jacobi, Kenneth Branagh, Simon Shepherd, James Larkin",8.0,22.0,12.0,42.0
Child's Play,1988-11-09,9000000.0,R,87,"Fantasy, Horror",Tom Holland,"Catherine Hicks, Chris Sarandon, Alex Vincent, Brad Dourif",22.0,19.0,15.0,56.0
The Texas Chainsaw Massacre,2003-10-17,9000000.0,R,98,Horror,Marcus Nispel,"Jessica Biel, Jonathan Tucker, Erica Leerhsen, Mike Vogel",27.0,69.0,17.0,113.0
Beautiful,2000-09-29,9000000.0,PG-13,112,"Drama, Comedy",Sally Field,"Minnie Driver, Joey Lauren Adams, Hallie Kate Eisenberg, Kathleen Turner",1.0,34.0,21.0,56.0
Crocodile Dundee,1986-09-26,8800000.0,PG-13,97,"Adventure, Comedy",Peter Faiman,"Paul Hogan, Linda Kozlowski, John Meillon, David Gulpilil",34.0,69.0,18.0,121.0
Awake,2007-11-30,8600000.0,R,84,"Crime, Mystery, Thriller",Joby Harold,"Hayden Christensen, Jessica Alba, Terrence Howard, Lena Olin",26.0,336.0,26.0,388.0
The DUFF,2015-02-20,8500000.0,PG-13,101,Comedy,Ari Sandel,"Mae Whitman, Robbie Amell, Bella Thorne, Bianca A. Santos",17.0,57.0,36.0,110.0
Nightcrawler,2014-10-31,8500000.0,R,117,"Crime, Drama, Thriller",Dan Gilroy,"Jake Gyllenhaal, Michael Papajohn, Marco Rodríguez, Bill Paxton",40.0,259.0,36.0,335.0
The Rose,1979-11-07,8500000.0,R,125,"Drama, Music, Romance",Mark Rydell,"Bette Midler, Alan Bates, Frederic Forrest, Harry Dean Stanton",6.0,27.0,13.0,46.0
Footloose,1984-02-17,8200000.0,PG,107,"Drama, Music, Romance",Herbert Ross,"Kevin Bacon, Lori Singer, John Lithgow, Dianne Wiest",23.0,62.0,13.0,98.0
The Karate Kid,1984-06-22,8000000.0,PG,126,"Action, Drama, Family",John G. Avildsen,"Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove",43.0,44.0,13.0,100.0
Splash,1984-03-09,8000000.0,PG,111,"Comedy, Fantasy, Romance",Ron Howard,"Tom Hanks, Daryl Hannah, Eugene Levy, John Candy",9.0,45.0,19.0,73.0
50/50,2011-09-30,8000000.0,R,100,"Comedy, Drama, Romance",Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard",99.0,667.0,48.0,814.0
Pulp Fiction,1994-10-14,8000000.0,R,154,"Crime, Drama",Quentin Tarantino,"Tim Roth, Amanda Plummer, Laura Lovelace, John Travolta",85.0,328.0,64.0,477.0
New in Town,2009-01-30,8000000.0,PG,97,"Comedy, Romance",Jonas Elmer,"Renée Zellweger, Harry Connick Jr., Siobhan Fallon Hogan, J.K. Simmons",21.0,82.0,16.0,119.0
Prom,2011-04-29,8000000.0,PG,104,"Comedy, Drama",Joe Nussbaum,"Aimee Teegarden, Thomas McDonell, DeVaughn Nixon, Danielle Campbell",34.0,653.0,20.0,707.0
It's Kind of a Funny Story,2010-10-08,8000000.0,PG-13,101,"Comedy, Drama, Romance","Anna Boden, Ryan Fleck","Keir Gilchrist, Dana DeVestern, Lauren Graham, Jim Gaffigan",54.0,31.0,19.0,104.0
American Psycho,2000-04-14,8000000.0,R,102,Drama,Mary Harron,"Christian Bale, Justin Theroux, Josh Lucas, Bill Sage",46.0,130.0,28.0,204.0
Escape from Alcatraz,1979-06-22,8000000.0,PG,112,"Biography, Crime, Drama",Don Siegel,"Clint Eastwood, Patrick McGoohan, Roberts Blossom, Jack Thibeau",32.0,93.0,25.0,150.0
Drive Me Crazy,1999-10-01,8000000.0,PG-13,91,"Comedy, Drama, Romance",John Schultz,"Melissa Joan Hart, Adrian Grenier, Stephen Collins, Mark Metcalf",3.0,13.0,12.0,28.0
See No Evil,2006-05-19,8000000.0,R,84,"Action, Horror, Thriller",Gregory Dark,"Glenn Jacobs, Christina Vidal, Michael J. Pagan, Samantha Noble",24.0,95.0,17.0,136.0
On Her Majesty's Secret Service,1969-12-18,8000000.0,M,142,"Action, Adventure, Thriller",Peter R. Hunt,"George Lazenby, Diana Rigg, Telly Savalas, Gabriele Ferzetti",27.0,32.0,20.0,79.0
Easy A,2010-09-17,8000000.0,PG-13,92,"Comedy, Romance",Will Gluck,"Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd",65.0,105.0,31.0,201.0
Shutter,2008-03-21,8000000.0,PG-13,85,"Horror, Mystery, Thriller",Masayuki Ochiai,"Joshua Jackson, Rachael Taylor, Megumi Okina, David Denman",25.0,260.0,18.0,303.0
Code of Honor,2016-05-06,8000000.0,R,106,Action,Michael Winnick,"Steven Seagal, Craig Sheffer, James Russo, Louis Mandylor",9.0,68.0,61.0,138.0
Extract,2009-09-04,7500000.0,R,92,"Comedy, Crime, Romance",Mike Judge,"Jason Bateman, Mila Kunis, Kristen Wiig, Ben Affleck",27.0,103.0,17.0,147.0
Diamonds Are Forever,1971-12-17,7200000.0,GP,120,"Action, Adventure, Thriller",Guy Hamilton,"Sean Connery, Jill St. John, Charles Gray, Lana Wood",30.0,72.0,22.0,124.0
Dope,2015-06-19,7000000.0,R,103,"Comedy, Crime, Drama",Rick Famuyiwa,"Rakim Mayers, Blake Anderson, Bruce Beatty, De'aundre Bonds",28.0,124.0,40.0,192.0
Silver Bullet,1985-10-11,7000000.0,R,95,Horror,Daniel Attias,"Gary Busey, Everett McGill, Corey Haim, Megan Follows",12.0,38.0,12.0,62.0
In Too Deep,1999-08-25,7000000.0,R,95,"Crime, Thriller, Drama",Michael Rymer,"Omar Epps, LL Cool J, Nia Long, Stanley Tucci",6.0,27.0,14.0,47.0
The Devil's Rejects,2005-07-22,7000000.0,R,107,"Crime, Horror",Rob Zombie,"Sid Haig, Bill Moseley, Sheri Moon Zombie, William Forsythe",30.0,25.0,11.0,66.0
Darkness Falls,2003-01-24,7000000.0,PG-13,86,"Horror, Mystery, Thriller",Jonathan Liebesman,"Chaney Kley, Emma Caulfield, Lee Cormie, Grant Piro",12.0,45.0,21.0,78.0
Magic Mike,2012-06-29,7000000.0,R,110,"Comedy, Drama",Steven Soderbergh,"Matthew McConaughey, Channing Tatum, Olivia Munn, Alex Pettyfer",69.0,219.0,15.0,303.0
